1,2,2,1,1,2,2,1,3.2306
1,2,2,1,1,2,2,2,-1.8444
1,2,2,1,2,1,1,1,-1.95577
1,2,2,1,2,1,1,2,2.5735
1,2,2,1,2,1,2,1,-1.69047
1,2,2,1,2,1,2,2,2.59466
1,2,2,1,2,2,1,1,-1.69047
1,2,2,1,2,2,1,2,2.59466
1,2,2,1,2,2,2,1,-2.58216
1,2,2,1,2,2,2,2,4.48079
1,2,2,2,1,1,1,1,2.72663
1,2,2,2,1,1,1,2,-2.13312
1,2,2,2,1,1,2,1,2.8347
1,2,2,2,1,1,2,2,-1.82641
1,2,2,2,1,2,1,1,2.8347
1,2,2,2,1,2,1,2,-1.82641
1,2,2,2,1,2,2,1,5.01515
1,2,2,2,1,2,2,2,-2.74536
1,2,2,2,2,1,1,1,-2.98636
1,2,2,2,2,1,1,2,3.88834
1,2,2,2,2,1,2,1,-2.55698
1,2,2,2,2,1,2,2,3.89922
1,2,2,2,2,2,1,1,-2.55698
1,2,2,2,2,2,1,2,3.89922
1,2,2,2,2,2,2,1,-3.8435
1,2,2,2,2,2,2,2,6.76654
2,1,1,1,1,1,1,1,-2.28896
2,1,1,1,1,1,1,2,0.41538
2,1,1,1,1,1,2,1,-2.14891
2,1,1,1,1,1,2,2,0.234864
2,1,1,1,1,2,1,1,-2.14891
2,1,1,1,1,2,1,2,0.234864
2,1,1,1,1,2,2,1,-2.3813
2,1,1,1,1,2,2,2,0.223014
2,1,1,1,2,1,1,1,0.581532
2,1,1,1,2,1,1,2,-3.12833
2,1,1,1,2,1,2,1,0.32881
2,1,1,1,2,1,2,2,-2.8839
2,1,1,1,2,2,1,1,0.32881
2,1,1,1,2,2,1,2,-2.8839
2,1,1,1,2,2,2,1,0.312219
2,1,1,1,2,2,2,2,-3.2144
2,1,1,2,1,1,1,1,-3.13447
2,1,1,2,1,1,1,2,0.500176
2,1,1,2,1,1,2,1,-2.91888
2,1,1,2,1,1,2,2,0.254206
2,1,1,2,1,2,1,1,-2.91888
2,1,1,2,1,2,1,2,0.254206
2,1,1,2,1,2,2,1,-3.21634
2,1,1,2,1,2,2,2,0.250088
2,1,1,2,2,1,1,1,0.700246
2,1,1,2,2,1,1,2,-4.22888
2,1,1,2,2,1,2,1,0.355888
2,1,1,2,2,1,2,2,-3.91137
2,1,1,2,2,2,1,1,0.355888
2,1,1,2,2,2,1,2,-3.91137
2,1,1,2,2,2,2,1,0.350123
2,1,1,2,2,2,2,2,-4.3625
2,1,2,1,1,1,1,1,-0.649883
2,1,2,1,1,1,1,2,-0.409016
2,1,2,1,1,1,2,1,-0.545672
2,1,2,1,1,1,2,2,-0.442097
2,1,2,1,1,2,1,1,-0.545672
2,1,2,1,1,2,1,2,-0.442097
2,1,2,1,1,2,2,1,-0.0286475
2,1,2,1,1,2,2,2,-0.780603
2,1,2,1,2,1,1,1,-0.572623
2,1,2,1,2,1,1,2,-0.808167
2,1,2,1,2,1,2,1,-0.618936
2,1,2,1,2,1,2,2,-0.627681
2,1,2,1,2,2,1,1,-0.618936
2,1,2,1,2,2,1,2,-0.627681
2,1,2,1,2,2,2,1,-1.09284
2,1,2,1,2,2,2,2,0.0823406
2,1,2,2,1,1,1,1,-0.899668
2,1,2,2,1,1,1,2,-0.597866
2,1,2,2,1,1,2,1,-0.724697
2,1,2,2,1,1,2,2,-0.635515
2,1,2,2,1,2,1,1,-0.724697
2,1,2,2,1,2,1,2,-0.635515
2,1,2,2,1,2,2,1,0.00951298
2,1,2,2,1,2,2,2,-1.06287
2,1,2,2,2,1,1,1,-0.837013
2,1,2,2,2,1,1,2,-1.10358
2,1,2,2,2,1,2,1,-0.88972
2,1,2,2,2,1,2,2,-0.877808
2,1,2,2,2,2,1,1,-0.88972
2,1,2,2,2,2,1,2,-0.877808
2,1,2,2,2,2,2,1,-1.48802
2,1,2,2,2,2,2,2,0.0788591
2,2,1,1,1,1,1,1,-0.649883
2,2,1,1,1,1,1,2,-0.409016
2,2,1,1,1,1,2,1,-0.545672
2,2,1,1,1,1,2,2,-0.442097
2,2,1,1,1,2,1,1,-0.545672
2,2,1,1,1,2,1,2,-0.442097
2,2,1,1,1,2,2,1,-0.0286475
2,2,1,1,1,2,2,2,-0.780603
2,2,1,1,2,1,1,1,-0.572623
2,2,1,1,2,1,1,2,-0.808167
2,2,1,1,2,1,2,1,-0.618936
2,2,1,1,2,1,2,2,-0.627681
2,2,1,1,2,2,1,1,-0.618936
2,2,1,1,2,2,1,2,-0.627681
2,2,1,1,2,2,2,1,-1.09284
2,2,1,1,2,2,2,2,0.0823406
2,2,1,2,1,1,1,1,-0.899668
2,2,1,2,1,1,1,2,-0.597866
2,2,1,2,1,1,2,1,-0.724697
2,2,1,2,1,1,2,2,-0.635515
2,2,1,2,1,2,1,1,-0.724697
2,2,1,2,1,2,1,2,-0.635515
2,2,1,2,1,2,2,1,0.00951298
2,2,1,2,1,2,2,2,-1.06287
2,2,1,2,2,1,1,1,-0.837013
2,2,1,2,2,1,1,2,-1.10358
2,2,1,2,2,1,2,1,-0.88972
2,2,1,2,2,1,2,2,-0.877808
2,2,1,2,2,2,1,1,-0.88972
2,2,1,2,2,2,1,2,-0.877808
2,2,1,2,2,2,2,1,-1.48802
2,2,1,2,2,2,2,2,0.0788591
2,2,2,1,1,1,1,1,2.62827
2,2,2,1,1,1,1,2,-2.05781
2,2,2,1,1,1,2,1,2.66081
2,2,2,1,1,1,2,2,-1.79602
2,2,2,1,1,2,1,1,2.66081
2,2,2,1,1,2,1,2,-1.79602
2,2,2,1,1,2,2,1,4.67667
2,2,2,1,1,2,2,2,-2.78784
2,2,2,1,2,1,1,1,-2.88093
2,2,2,1,2,1,1,2,3.83217
2,2,2,1,2,1,2,1,-2.51443
2,2,2,1,2,1,2,2,3.88476
2,2,2,1,2,2,1,1,-2.51443
2,2,2,1,2,2,1,2,3.88476
2,2,2,1,2,2,2,1,-3.90297
2,2,2,1,2,2,2,2,6.67583
2,2,2,2,1,1,1,1,3.56993
2,2,2,2,1,1,1,2,-2.79395
2,2,2,2,1,1,2,1,3.66368
2,2,2,2,1,1,2,2,-2.41496
2,2,2,2,1,2,1,1,3.66368
2,2,2,2,1,2,1,2,-2.41496
2,2,2,2,1,2,2,1,6.46121
2,2,2,2,1,2,2,2,-3.6888
2,2,2,2,2,1,1,1,-3.91153
2,2,2,2,2,1,1,2,5.147
2,2,2,2,2,1,2,1,-3.38094
2,2,2,2,2,1,2,2,5.18932
2,2,2,2,2,2,1,1,-3.38094
2,2,2,2,2,2,1,2,5.18932
2,2,2,2,2,2,2,1,-5.16431
2,2,2,2,2,2,2,2,8.96158
